page_url,title,type,question_id,activity,sub_question_label,active,median,resolution_criteria,fine_print,fan_graph,custom_group
/questions/673/how-many-seats-in-the-us-senate-will-democrats-win-in-2018/,How many US Senate seats will Democrats control after 2018 midterm elections?,forecast,673,0.0,,RESOLVED,0.69686,"35 seats are up for election on November 6th, 2018.  Of those seats, 9 are currently held by Republicans, 24 by Democrats, and 2 by independents Bernie Sanders and Angus King, who caucus with Democrats.  Republicans can only afford to lose one seat while still maintaining a working majority by having vice president Mike Pence break ties in favor of the Republicans.

All incumbent candidates are running, except Republicans Jeff Flake [R-AZ], Thad Cochran [R-MS], Bob Corker [R-TN], and Orrin Hatch [R-UT].  Al Fraken [D-MN] has resigned from his seat and his interim appointee Tina Hatch [D-MN] is running.

As of March 2018, Democrats have an approximate 8 percentage point lead on generic ballot polling, but they have fewer opportunities to flip seats than Republicans do.  10 Democrat-held seats are in states that voted for Donald Trump in 2016, whereas only 1 seat held by a Republican was won by Hillary Clinton.

**For the purposes of this question, only seats controlled by Democrats will be counted in the total, even though 2 Independents caucus with them.**  (The total will include the 23 Democrats who are not up for election this year.  This is the assumed minimum.  Theoretically, the maximum possible seats Democrats could win is 35, plus the 23 not up for election, for a total of 58.)

All 35 races will occur on November 6th, 2018, and the question will be scored after the final race has been decided. In case of prolonged re-counts, etc., the question will be resolved on December 15 based on which seats are considered settled in the most recent published count by the Washington Post.",,False,
/questions/796/would-a-democratically-controlled-house-impeach-president-trump-before-the-2020-elections/,Would a Democratically controlled House impeach President Trump before the 2020 elections?,forecast,796,0.0,,RESOLVED,0.26,"Democrats are cautiously optimistic about their chances in the mid term elections this November. They have a durable 6 (or so) point advantage in polling, at least as of late March [according to 538](https://projects.fivethirtyeight.com/congress-generic-ballot-polls/?ex_cid=rrpromo).

And a [recent win in a special election](https://www.vox.com/policy-and-politics/2018/3/14/17109448/pennsylvania-special-election-conor-lamb-defeats-rick-saccone) in Pennsylvania--in a district won convincingly by Trump in 2016--suggests that they have a shot at reclaiming the House.

If they do succeed, an interesting scenario comes into play. Namely, there will be pressure on elected Democrats to take the fight to Trump and [impeach him](https://www.politico.com/story/2017/12/26/impeachment-debate-democrats-2018-congress-314634).

Some Democratic strategists think this is a good idea. Others say it would be foolish. 

Per [Politico](https://www.politico.com/story/2017/12/26/impeachment-debate-democrats-2018-congress-314634):

> Polls on the question show as many as three-quarters of Democrats already back impeachment, and one deep-pocketed ally, California megadonor Tom Steyer, has been mounting an expensive pressure campaign across the country to build support for Trump's impeachment. Democratic hostility toward the Republican president seems to intensify daily.

> But lawmakers who recall the 1998 impeachment of President Bill Clinton are wary of sparking a political backlash for appearing too eager to remove a president without buy-in from independents and even some Republicans.

We're not here to debate the wisdom (or lack thereof) of such a strategy. We just want to know: *** do you think they'd follow through and do it? ***

This question is contingent on Democrats controlling the house.  Question resolves positive if the U.S. House of Representatives has a Democratic Speaker, and votes to impeach President Trump before the November 2020 elections. Resolves negative if the House is Democratic at some point between the November 2018 and November 2020 elections and does *not* vote to impeach by the November 2020 elections.  Resolves ambiguous if at no point prior to the 2020 elections do the Democrats control the house.",,False,
/questions/930/will-the-winner-of-the-2020-us-presidential-election-have-been-elected-to-any-other-previous-significant-political-office/,Will the winner of the 2020 US Presidential election have been elected to any *other* previous significant political office?,forecast,930,0.0,,RESOLVED,0.54,"Donald Trump won the 2016 election, to the surprise of many (including many here on Metaculus), having never been elected to a political office before. This is rare amongst US presidents, with the last such president being Eisenhower, who had been a military leader instead.

But perhaps the age of the politician president is over and the age of the celebrity president has begun?

This question asks whether the winner of the 2020 election will have been elected to any previous significant political office.

Positive resolution occurs if the winner of the 2020 election has been previously elected to the House of Representatives, the Senate, the Governorship of any state or the Vice Presidency (but not the Presidency itself, since Trump first appeared in the celebrity rather than politician category). Examples in this category include Mike Pence, Paul Ryan, Bernie Sanders, Elizabeth Warren and others.

Negative resolution occurs if the winner is has never been elected to such an office. Examples in this category include a Trump re-election, Oprah Winfrey, Michelle Obama, Mark Zuckerberg, Dwayne 'the Rock' Johnson and most other Americans.",,False,
/questions/957/donald-trump-spends-time-in-jail-or-prison/,"Will Donald Trump spend any time in jail or prison before June 30, 2028?",forecast,957,7.045366781070368e-18,,CLOSED,0.11,"This question will resolve positively if Donald Trump is incarcerated for any period of time, no matter how brief, before June 30, 2028. It will resolve negatively either on June 30 2028 or upon Trump's death if he has not been so incarcerated

Note that the reason for Trump being jailed need not have any connection to any particular scandal or to Trump's presidency or presidential campaign, nor to the 6 steps listed above. If Trump is held overnight in county lock-up pending arraignment on a charge of reckless driving, then the resolution is positive",,False,
/questions/1039/will-the-trump-adminstration-succeed-in-creating-a-space-force-before-the-2020-presidential-election/,"Will the Trump Adminstration succeed in creating a ""Space Force"" before the 2020 presidential election?",forecast,1039,0.0,,RESOLVED,0.85,"This March, President Trump announced that America would create a 6th branch of the military, a so-called ""Space Force"". Per ABC News, [Trump said](https://abcnews.go.com/Politics/trump-directs-creation-space-force-sixth-branch-military/story?id=55978674): 

> It is not enough to merely have an American presence in space, we must have American dominance in space. Very importantly I'm hereby directing the Department of Defense and Pentagon to immediately begin the process necessary to establish a space force as the sixth branch of the armed forces, that is a big statement... We are going to have the Air Force and we are going to have the space force, separate but equal, it is going to be something.

Bloomberg's editorial board seemed [open to the idea](https://www.bloomberg.com/view/articles/2018-06-21/trump-s-space-force-is-no-joke), writing: 

> plenty of critics have argued — persuasively — that the current arrangement is impeding much-needed change and innovation. Could Trump’s Space Force, or something like it, do better? Several studies, dating back to 2001, suggest that it could. If organized with care and forethought, such a force could clarify accountability, accelerate decision-making, rationalize the procurement process, improve recruitment, and ease pressure on the broader Air Force, which is heavily burdened with more traditional responsibilities.

Not everyone agrees. Writing for Slate, Fred Kaplan [argues](https://slate.com/news-and-politics/2018/06/trumps-space-force-idea-is-a-terrible-solution-to-a-real-problem.html):

> The special thing about satellites and the organizations that control or operate them (Air Force Space Command, the NRO, and other smaller outfits) is that they are, by nature, subordinate to other branches of the armed forces—to wars that are fought not in outer space but on Earth or in the atmosphere. Space assets service air, naval, and ground forces by providing them with intelligence, communications, and guidance for missiles and smart bombs. Placing these vital assets under the command of a four-star general in a separate service—and imbuing its officers and enlisted personnel with the élan of an elite force that doesn’t answer to the other services of the armed forces and that, in fact, competes with them for resources—would run counter to the nation’s needs. 

In any event, for the Space Force to materialize, Congress would have to authorize and fund it. 

*** Will legislators do so prior to the 2020 presidential election? ***

Resolution is positive if a bill is passed by congress and signed by the President by Nov 1. 2020 that formally establishes a new branch of the military focusing on space.",,False,
/questions/1088/date-of-birth-of-last-human-being/,How many years after 2018 will the last human being be born?,forecast,1088,3.573393016233556e-10,,OPEN,0.25384,"This question will resolve as the number of years after January 1, 2019 that the last human being is born.

For this question, a human being is considered to be a creature that could interbreed with a typical adult human from the year 2000 without technical intervention.  The person must exist IRL, i.e. not be a simulated being, upload, etc. As usual we contemplate beings in the same universe, branch of the wavefunction, etc., as the server running the copy of Metaculus the question sits on",,False,
/questions/1100/trump-reelected-by-november-10th-2020/,Will Trump be reelected president if the election is called by November 10th 2020?,forecast,1100,0.0,,RESOLVED,0.15,"<small>Note: This question is conditional on timely results. We made another one [here](https://www.metaculus.com/questions/5383/) which is not.</small>

Will President Donald Trump be reelected for a second term in 2020? This means that he will 

(a) not be removed beforehand, 

(b) actually run for a second term, and 

(c) legally defeat other presidential nominees. 

Resolution is based on consensus major-media declaration that enough states have been called for or against Trump to give more than 50% of the total electors to one candidate.

It does _not_ imply that Trump will necessarily serve a second term, even if elected, and in particular does not account for events that may occur between election night and swearing in.

Resolution is ambiguous if a major media call has not been made as of one week after the election; in this case one or more alternative questions will be launched.

If Trump dies or is removed from office by any means prior to the election, question resolves negative, and will retroactively close one week prior to the takeover of the Presidential office by Pence or another party.

If Trump publicly declares that he will not seek re-election, question resolves negative on the date when it becomes essentially impossible for him to become the Republican nominee, with a retroactive closing date 1 day prior to the public declaration.",,False,
/questions/1412/will-jordan-peterson-endorse-maxime-bernier-as-canadas-next-prime-minister-ahead-of-the-2019-canadian-federal-election/,Will Jordan Peterson endorse Maxime Bernier as Canada's next Prime Minister ahead of the 2019 Canadian federal election?,forecast,1412,0.0,,RESOLVED,0.06,"Canada is heading into a federal election in the fall of 2019. Recently, [there has been a fracture in the Conservative Party of Canada](https://www.cbc.ca/news/politics/bernier-statement-conserative-1.4795894): the libertarian-leaning MP from Quebec, Maxime Bernier, left the party over complaints that it is ""morally and intellectually corrupt"" and beholden to special interest groups whom they serve at the public's expense. Bernier's acrimonious departure came after the Conservative Party caucus — mostly notably leader Andrew Scheer, [who beat Bernier by two percentage points during a 2017 leadership race](https://www.thestar.com/news/canada/2017/05/27/maxime-bernier-leads-tory-leadership-race-after-first-ballot-andrew-scheer-second.html) — [distanced themselves from him](https://www.cbc.ca/news/politics/conservative-bernier-caucus-scheer-1.4795623) in the wake of blowback to his comments addressing what he called the ruling Liberal party's policies of ""extreme diversity"".

Bernier has [declared his intentions to form his own federal political party and field candidates in all 338 of Canada's federal ridings](https://nationalpost.com/opinion/maxime-bernier-why-my-new-political-movement-because-canada-has-been-hijacked). He enjoys considerable grassroots support. A poll of a thousand Canadians shortly after he announced his intention to form a party found [13% of Canadians intended to cast their vote for its candidates](http://abacusdata.ca/will-max-bernier-be-a-spoiler-for-the-conservative-party/). While this is an impressive start, it's clear that Bernier has an uphill battle ahead of him in order to ascend to the Prime Ministership, or even to the Leader of the Official Opposition, a position currently occupied by his formal rival Scheer. 

One big boost to Bernier's candidacy would be an endorsement from Canadian intellectual Jordan Peterson, [who is arguably the most well-known and popular intellectual in the Western world today](https://www.thestar.com/news/insight/2018/03/16/jordan-peterson-is-trying-to-make-sense-of-the-world-including-his-own-strange-journey.html). His work — which is often articulated in bombastic popular lectures — covers topics such as free speech, identity, anti-totalitarianism, personality, performance, and religion, among many others. Peterson's reach is considerable: his lectures have been viewed nearly 70 million times on YouTube, and his new book, 12 Rules for Life, has sold over half a million copies. 

Peterson and Bernier have crossed paths before. Bernier cited a meeting with Jordan Peterson has having [changed his mind on endorsing Bill C-16](https://www.cbc.ca/news/politics/conservative-leadership-maxime-bernier-c-16-gender-1.3981691), which amends the Canadian Human Rights Act and the Criminal Code to include the terms ""gender identity"" and ""gender expression"". [He met Peterson again and was photographed with him this past April at an event in Montreal](https://twitter.com/maximebernier/status/989970810679984128?lang=en), where he says the two of them spoke on the topic of freedom of speech. 

[Peterson considers himself to be a ""classical liberal""](https://www.theamericanconservative.com/articles/jordan-peterson-claims-hes-no-conservative/), while Maxime resists political labelling but has suggested he himself might [reasonably be called a freedom-loving fiscal conservative, or a ""reasonable libertarian""](https://www.cbc.ca/news/opinion/breakfast-with-bernier-1.3931417). Both share a dislike for the policies and perspectives of the current Prime Minster, Justin Trudeau, and his Liberal Party. 

While there is perhaps not much political space between Bernier and Peterson, its not clear that Peterson is in the business of offering political endorsements. He seems not to have made any publicly during the 2015 Canadian federal election. He did say, when asked, that he would be [open to endorsing candidate Tanya Granic Allen during the Ontario Progressive Conservative party's leadership race earlier this year](https://www.pressreader.com/canada/ottawa-citizen/20180301/281621010832293), but no such endorsement ever came. That said, he clearly has an interest in politics, and [even considered running in the Ontario Progressive Conservative party's leadership race](http://nymag.com/selectall/2018/02/jordan-peterson-reddits-new-favorite-philosopher.html?utm_source=tw&utm_medium=s3&utm_campaign=sharebutton-b) after the previous leader Patrick Brown resigned amidst allegations of sexual misconduct. 

Peterson's ideas have already had a large impact on Canadian politics at the federal and provincial level. It no doubt informed the pushback among federal Conservatives on Bill C-16, and has fueled the concerns of both federal and provincial conservatives regarding the [challenges to freedom of speech on the country's university campuses](https://globalnews.ca/news/3872432/andrew-scheer-laurier-university-free-speech/). 

Jordan Peterson will be considered to have ""endorsed"" Maxime Bernier if he declares in a public statement or utterance that he endorses him to be Canada's next Prime Minister. Nothing short of an unequivocal endorsement — such as Peterson mentioning Bernier or his policies favourably in the media — will suffice.",,False,
/questions/1442/will-an-authenticated-tape-of-trump-saying-the-n-word-behind-the-scenes-of-the-apprentice-surface-before-election-day-2020/,"Will an authenticated tape of Trump saying the n-word behind the scenes of ""The Apprentice"" surface before Election Day, 2020?",forecast,1442,0.0,,RESOLVED,0.2,"In the run-up to the 2016 Presidential election, reality TV insiders claimed that video footage of Donald Trump taken on the set of ""The Apprentice"" showed him making racially insenitive remarks (e.g. using the n-word) and otherwise acting boorishly. The tapes, if they exist, have not yet come to light. But the hunt is on.

In fact, Actor Tom Arnold--who is starring in a new Viceland show called ""[Hunt for the Trump Tapes](https://www.youtube.com/watch?v=eV3TsEsfvl4)""--claims to have new and damaging evidence. 

MGM and Mark Burnett--who produced ""The Apprentice""--have refused to release tapes from their show and have denied that Trump made racist comments.

ABC News has a good summary of the claims and counterclaims [here](https://abcnews.go.com/US/alleged-trump-apprentice-tapes/story?id=57192712).

For the question to resolve positive, an independently authenticated tape of Trump saying the n-word behind the scenes of ""The Apprentice"" must be released to the general public by November 3, 2020 (election day).",,False,
/questions/1457/will-angela-merkel-remain-chancellor-after-the-next-german-federal-elections/,Will Angela Merkel remain chancellor after the next German federal elections?,forecast,1457,0.0,,RESOLVED,0.01,"Angela Merkel has been head of German Government since 2005, when she was elected by the Bundestag into office. Her most recent, fourth cabinet was formed with the votes of CDU/CSU and SPD, a so-called grand coalition.

A brief overview on her:

Merkel entered politics shortly after the Berlin Wall fell, joining a local political party that later united with the CDU. She stood for election in her constituency shortly after reunification of former East Germany with West Germany, becoming a member of Bundestag, a position she’s held since 1991. In the CDU and parliament she was quickly recognised for her competency and appointed Minister for Women and Youth by Helmut Kohl, later promoted to Minister for the Environment and Nuclear Safety. 

With the defeat of the CDU federal elections in 1998 Merkel became secretary-general in her party, a prominent and powerful position. She was elected party leader of the CDU in 2000, after her patron (and also former party leader) Kohl and his chosen successor in the CDU tripped over a party funding scandal. She didn’t become contender for chancellor for the following election because of party politics, but ran in 2005, when she won a hair’s breadth victory.

She’s now the third longest running chancellor, and will be the second longest if her cabinet lasts till the end of the current Bundestag. 

Given the recent controversies and [the rise of populist right-wing party AfD](https://www.infratest-dimap.de/en/analyses-results/nationwide/vote-intention/) that isn’t a given, though. If there was a federal election, the AfD would be the second strongest party after CDU/CSU, and a [grand coalition](https://en.wikipedia.org/wiki/Grand_coalition_(Germany)) would both look decidedly different than now and still result in only a minority government.

Thus we ask: **Will the next cabinet be headed by Angela Merkel?**",,False,
/questions/1495/ragnar%25C3%25B6k-question-series-if-a-global-catastrophe-occurs-will-it-be-due-to-an-artificial-intelligence-failure-mode/,"Ragnarök Question Series: If a global catastrophe occurs, will it be due to an artificial intelligence failure-mode?",forecast,1495,0.05626764143911807,,OPEN,0.34,"The question resolves **Yes** if a catastrophe occurs resulting principally from the deployment of some artificial intelligence system(s) that claims at least 10% of the human population in any period of 5 years or less before 2100. It resolves **No** if this occurs for non-AI reasons, and **Annulled** if no global catastrophe occurs. Years are here defined as consecutive calendar years.",,False,
/questions/1496/what-will-be-the-voter-turnout-in-the-european-parliament-election-2019/,What will be the voter turnout in the European Parliament election 2019?,forecast,1496,0.0,,RESOLVED,0.6442,"In May 2019, the [EU][] will hold the [election][EUParlElec] for
705 seats in the [European Parliament][EUParl] by universal adult suffrage, with about 400 million eligible voters selected from an EU population of 512 million people.

Out of the [seven institutions of the EU][EUInst], the
parliament is one of the three legislative bodies, among
the [European Commission][EUComm] and the [Council of the
European Union][CouncilEU].
It is the only directly elected body, as most of the EU
is much more strongly oriented towards its federal roots.
Since the [Lisbon Treaty][Treat] went into force in 2009,
the weight shifted in favor of the European Parliament,
but just like in other democratic entities, the media
remains strongly dominated by the Executive, the Commission.

The increasing importance of the parliament, the spread
and success of EU skeptic parties, and of course Brexit,
_could_ make this election slightly more interesting than
past ones.
Or not.
And the changes in the national and regional parliaments are likely to be
reflected in the EU -- but how much?

---

EU Parliament Election 2019 mini-series:

* [What will the EU-wide voter turnout
   be for the EU Parliament election,
   2019?](https://www.metaculus.com/questions/1496/)
* Seats
    * [How many seats will the EPP
       get?](https://www.metaculus.com/questions/1507/)
    * [How many seats will the S&D
       get?](https://www.metaculus.com/questions/1508/)
    * [Will the current coalition (i.e. EPP, S&D, and ALDE)
       continue?](https://www.metaculus.com/questions/1509)
    * [How many seats will the various eurosceptic groups
       achieve? (i.e. ECR, EFDD, ENF, and maybe their
       successors)](https://www.metaculus.com/questions/1510/)
* Election Process
    * [Will the EU Parliament election 2019 be free from
       any unlawful and significant election manipulation
       attempt?](https://www.metaculus.com/questions/1511/)

All questions will close one day before the election.
Should no elections be held in 2019, all resolve ambiguous.

In case of regional issues, the result that is accepted by the EU
counts, even if those results are interim and will receive minor
corrections potentially after the Parliament voted on the
President of the EU Commission.

All will be resolved by reference to the official results,
which will likely be made available somewhere at
https://data.europa.eu/.

---

### What will the EU-wide voter turnout be for the 2019 election?

This will resolve using the percentage of **valid** votes.  Votes cast invalid (accidentally or on purpose) are not counted, should they be reported in the official results.


[EU]: https://en.wikipedia.org/wiki/European_Union ""European Union""
[EUParl]: https://en.wikipedia.org/wiki/European_Parliament ""European Parliament""
[EUComm]: https://en.wikipedia.org/wiki/European_Commission ""European Commission""
[CouncilEU]: https://en.wikipedia.org/wiki/Council_of_the_European_Union ""Council of the European Union""
[EUInst]: https://en.wikipedia.org/wiki/Institutions_of_the_European_Union ""Institutions of the European Union""
[EUParlElec]: https://en.wikipedia.org/wiki/European_Parliament_election,_2019 ""European Parliament election, 2019""
[Treat]: https://en.wikipedia.org/wiki/Treaty_of_Lisbon ""Treaty of Lisbon""",,False,
